Problem ID,Problem Name,Title Tags,Plain Tags,Number Solved
723E,One-Way Reform,Constructive algorithms|Dfs and similar|Graph network flows|Graphs|Greedy algorithms,constructive algorithms|dfs and similar|flows|graphs|greedy,678
723D,Lakes in Berland,Dfs and similar|Disjoint set union|Greedy algorithms,dfs and similar|dsu|greedy,2834
723C,Polycarp at the Radio,Greedy algorithms,greedy,2940
723B,Text Document Analysis,Parsing expression grammar|Implementation problems programming technics simulation,expression parsing|implementation,5606
723A,The New Year: Meeting Friends,Sortings orderings,sortings,7933
722F,Cyclic Cipher,Сhinese remainder theorem|Implementation problems programming technics simulation|Number theory: Euler function GCD divisibility etc|Two pointers,chinese remainder theorem|implementation|number theory|two pointers,174
722E,Research Rover,Combinatorics|Dynamic programming,combinatorics|dp,157
722D,Generating Sets,Binary search|Heaps binary search trees segment trees hash tables etc|Dfs and similar|Greedy algorithms,binary search|data structures|dfs and similar|greedy,1805
722C,Destroying Array,Heaps binary search trees segment trees hash tables etc|Disjoint set union,data structures|dsu,2800
722B,Verse Pattern,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,4197
722A,Broken Clock,Brute force|Implementation problems programming technics simulation,brute force|implementation,4285
721E,Road to Home,Binary search|Dynamic programming,binary search|dp,127
721D,Maxim and Array,Constructive algorithms|Heaps binary search trees segment trees hash tables etc|Greedy algorithms,constructive algorithms|data structures|greedy,1243
721C,Journey,Dynamic programming|Graphs,dp|graphs,2019
721B,Passwords,Sortings orderings|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,sortings|strings,5592
721A,One-dimensional Japanese Crossword,Implementation problems programming technics simulation,implementation,7292
720F,Array Covering,,,11
720E,Cipher,,,11
720D,Slalom,Heaps binary search trees segment trees hash tables etc|Dynamic programming,data structures|dp,18
720C,Homework,,,16
720B,Cactusophobia,Dfs and similar|Graph network flows,dfs and similar|flows,112
720A,Closing ceremony,Greedy algorithms,greedy,233
719B,Anatoly and Cockroaches,Greedy algorithms,greedy,4519
719A,Vitya in the Countryside,Implementation problems programming technics simulation,implementation,6897
718E,Matvey's Birthday,Graphs,graphs,20
718D,Andrew and Chemistry,Hashing hashtables|Trees,hashing|trees,85
718C,Sasha and Array,Heaps binary search trees segment trees hash tables etc|Mathematics including integration differential equations etc|Matrix multiplication determinant Cramer's rule systems of linear equations,data structures|math|matrices,913
718A,Efim and Strange Grade,Implementation problems programming technics simulation,implementation,2748
717I,Cowboy Beblop at his computer,,,17
717H,Pokermon League challenge,Probabilities expected values statistics random variables etc,probabilities,240
717G,Underfail,Graph network flows,flows,256
717F,Heroes of Making Magic III,Heaps binary search trees segment trees hash tables etc,data structures,121
717E,Paint it really really dark gray,Dfs and similar,dfs and similar,789
717D,Dexterina’s Lab,Games Sprague–Grundy theorem|Matrix multiplication determinant Cramer's rule systems of linear equations|Probabilities expected values statistics random variables etc,games|matrices|probabilities,658
717C,Potions Homework,Implementation problems programming technics simulation|Sortings orderings,implementation|sortings,1889
717B,R3D3’s Summer Adventure,Greedy algorithms,greedy,45
717A,Festival Organization,Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,math|number theory,52
716B,Complete the Word,Two pointers,two pointers,4727
716A,Crazy Computer,Implementation problems programming technics simulation,implementation,7550
715E,Complete the Permutations,,,19
715D,Create a Maze,Constructive algorithms,constructive algorithms,61
715C,Digit Tree,Divide and Conquer|Disjoint set union,divide and conquer|dsu,335
715B,Complete The Graph,Binary search|Constructive algorithms|Graphs|Shortest paths on weighted and unweighted graphs,binary search|constructive algorithms|graphs|shortest paths,932
715A,Plus and Square Root,Constructive algorithms|Mathematics including integration differential equations etc,constructive algorithms|math,3640
714B,Filya and Homework,Implementation problems programming technics simulation,implementation,4906
714A,Meeting of Old Friends,Mathematics including integration differential equations etc,math,5560
713E,Sonya Partymaker,,,29
713D,Animals and Puzzle,Binary search|Heaps binary search trees segment trees hash tables etc,binary search|data structures,316
713C,Sonya and Problem Wihtout a Legend,Dynamic programming|Sortings orderings,dp|sortings,834
713B,Searching Rectangles,Binary search|Constructive algorithms,binary search|constructive algorithms,819
713A,Sonya and Queries,Heaps binary search trees segment trees hash tables etc,data structures,4103
712E,Memory and Casinos,Heaps binary search trees segment trees hash tables etc|Mathematics including integration differential equations etc|Probabilities expected values statistics random variables etc,data structures|math|probabilities,211
712D,Memory and Scores,Combinatorics|Dynamic programming,combinatorics|dp,754
712C,Memory and De-Evolution,Greedy algorithms|Mathematics including integration differential equations etc,greedy|math,3187
712B,Memory and Trident,Implementation problems programming technics simulation,implementation,4808
712A,Memory and Crow,Implementation problems programming technics simulation,implementation,5847
711E,ZS and The Birthday Paradox,Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc|Probabilities expected values statistics random variables etc,math|number theory|probabilities,718
711D,Directed Roads,Combinatorics|Dfs and similar|Graphs|Mathematics including integration differential equations etc,combinatorics|dfs and similar|graphs|math,1977
711C,Coloring Trees,Dynamic programming,dp,3065
711B,Chris and Magic Square,Constructive algorithms,constructive algorithms,5213
711A,Bus to Udayland,Brute force|Implementation problems programming technics simulation,brute force|implementation,8440
710F,String Set Queries,Brute force|Heaps binary search trees segment trees hash tables etc|Hashing hashtables|Suffix arrays suffix trees suffix automatas etc|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,brute force|data structures|hashing|string suffix structures|strings,180
710E,Generate a String,Dfs and similar|Dynamic programming,dfs and similar|dp,1705
710D,Two Arithmetic Progressions,Mathematics including integration differential equations etc,math,323
710C,Magic Odd Square,Constructive algorithms,constructive algorithms,2512
710B,Optimal Point on a Line,Brute force|Sortings orderings,brute force|sortings,3804
710A,King Moves,Implementation problems programming technics simulation,implementation,5596
709B,Checkpoints,Implementation problems programming technics simulation|Sortings orderings,implementation|sortings,3044
709A,Juicer,Implementation problems programming technics simulation,implementation,5478
708E,Student's Camp,Dynamic programming|Mathematics including integration differential equations etc,dp|math,76
708D,Incorrect Flow,Graph network flows,flows,128
708C,Centroids,Heaps binary search trees segment trees hash tables etc|Dfs and similar|Dynamic programming|Greedy algorithms|Trees,data structures|dfs and similar|dp|greedy|trees,751
708B,Recover the String,Constructive algorithms|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,constructive algorithms|implementation|math,1857
708A,Letters Cyclic Shift,Constructive algorithms|Implementation problems programming technics simulation,constructive algorithms|implementation,4961
707E,Garlands,Heaps binary search trees segment trees hash tables etc,data structures,466
707D,Persistent Bookcase,Heaps binary search trees segment trees hash tables etc|Dfs and similar|Implementation problems programming technics simulation,data structures|dfs and similar|implementation,1250
707C,Pythagorean Triples,Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,math|number theory,4230
707B,Bakery,Graphs,graphs,5181
707A,Brain's Photos,Implementation problems programming technics simulation,implementation,7951
706E,Working routine,Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation,data structures|implementation,555
706D,Vasiliy's Multiset,Binary search|Heaps binary search trees segment trees hash tables etc|Trees,binary search|data structures|trees,2354
706C,Hard problem,Dynamic programming,dp,3813
706B,Interesting drink,Binary search|Implementation problems programming technics simulation,binary search|implementation,6463
706A,Beru-taxi,Brute force|Geometry computational geometry|Implementation problems programming technics simulation,brute force|geometry|implementation,6921
705B,Spider Man,Games Sprague–Grundy theorem,games,5113
705A,Hulk,Implementation problems programming technics simulation,implementation,8420
704E,Iron Man,Geometry computational geometry|Trees,geometry|trees,29
704D,Captain America,Graph network flows,flows,80
704C,Black Widow,Dynamic programming|Implementation problems programming technics simulation,dp|implementation,103
704B,Ant Man,Dynamic programming|Graphs|Greedy algorithms,dp|graphs|greedy,476
704A,Thor,Brute force|Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation,brute force|data structures|implementation,3641
703E,Mishka and Divisors,Dynamic programming|Number theory: Euler function GCD divisibility etc,dp|number theory,249
703D,Mishka and Interesting sum,Heaps binary search trees segment trees hash tables etc,data structures,1312
703C,Chris and Road,Geometry computational geometry|Implementation problems programming technics simulation,geometry|implementation,1062
703B,Mishka and trip,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,4164
703A,Mishka and Game,Implementation problems programming technics simulation,implementation,7896
702F,T-Shirts,Heaps binary search trees segment trees hash tables etc,data structures,85
702E,Analysis of Pathes in Functional Graph,Heaps binary search trees segment trees hash tables etc|Graphs,data structures|graphs,716
702D,Road to Post Office,Mathematics including integration differential equations etc,math,1610
702C,Cellular Network,Binary search|Two pointers,binary search|two pointers,2580
